,Frase,Artigo,Lei,Dispositivo,Petição Inicial
0,"pessoa jurídica de direito privado, com inscrição e matricula no Ministério da Fazenda sob o nº CNPJ-60.701.190-0001/04,  com sede cidade de São Paulo (SP) na Praça Alfredo Egydio de Souza Aranha, 100, Torre Itaúsa (Olavo Setubal), Parque Jabaquara, com representação em Goiânia(GO) na Av. Goiás com a rua 2, nº. 300, Centro, com fulcro nos artigos 282 e seguintes e 270 e seguintes, art. 355 e seguintes, art. 844 e seus incisos, todos do Código de Processo Civil, combinados com o Código Civil Brasileiro e Código de Defesa do Consumido, e demais dispositivos aplicáveis à espécie, pelos perseverantes fatos e fundamentos a seguir aduzidos, e ao final requerer:","{'art. 844', 'artigos 282', 'art. 355'}",set(),"{'Código Civil', 'Código de Processo Civil'}","{'avo ', 'rua', 'Av. ', 'CNPJ'}"
1,"– CDC     		  	Sendo perfeitamente comportável a aplicação da teoria da imprevisão amparada pelo Código de Defesa do Consumidor, art. 6º., V, de sorte a  permitir a revisão de contratos de financiamentos/empréstimos com garantia fiduciária, visando os expurgos de cláusulas contratuais que prevê correção monetária, juros remuneratórios, moratórios, capitalização, comissão de permanência  e outros encargos fora do permitido por Lei ou em descompasso com a realidade do negócio jurídico, em síntese, tudo que  viola dispositivos legais,  ou  comprovado",{'art. 6'},set(),"{'CDC ', 'CDC'}",set()
2,"Quanto à natureza dos serviços prestados pelo requerido na situação em exame, o legislador foi expresso ao incluir como objeto da relação de consumo a expressão “natureza bancária”, ao conceituar serviço no § 2° do artigo 3° do CDC.É nesse sentido a primorosa lição do eminente professor NELSON NERY JUNIOR,  traz em seu contexto, o seguinte:“Os bancos são comerciantes de produtos (art. 119, do Código Comercial; art. 2° § ,1° da Lei","{'art. 2', 'artigo 3', 'art. 119'}",set(),"{'CDC.', 'CDC'}",set()
3,") e também prestadores de serviços, de sorte que sempre são considerados fornecedores para o CDC (art. 3°, caput, para o BANCO COMERCIANTE DE PRODUTOS, e art. 3° § 2°, para o BANCO PRESTADOR DE SERVIÇOS).",{'art. 3'},set(),"{'CDC ', 'CDC', 'ERCIAN'}",set()
4,"Dos produtos vendidos pelo banco, o dinheiro tem relevância como bem juridicamente consumível (art. 51, do Código Civil), como são as mercadorias em geral.” (in",{'art. 51'},set(),{'Código Civil'},set()
5,"V e VIII – da lei 8.078/90 e Súmulas 181, 285 e 286 do STJ),  ainda, quando estas cláusulas contratuais forem abusivas e a interpretação de maneira favorável aos aderentes das cláusulas ambíguas, contraditórias e conflitantes, confusas e draconianas (artigos 47 e 54 §§ 2.º  do CDC e artigos 423 e 424 do CCB).","{'artigos 47', 'artigos 423'}",{'lei 8.078/90'},"{'CC', 'CCB', 'CDC', 'CDC '}",set()
6,"A incompatibilidade com a boa-fé não pode, de qualquer forma, se verificar nas relações de consumo, por ser concepção norteadora de todo o sistema consumerista brasileiro (art. 4° , III, parte final, da Lei 8.078/90).","{'arte ', 'art. 4'}",{'Lei 8.078/90'},{'Lei 8.078/90'},set()
7,"V- Afasta-se a cobrança de comissão de permanência dissimulada com outro nome e cumulada com juros remuneratórios, multa contratual e juros moratórios, máxime por ser vedada a condição ou termo que sujeitam uma das partes ao puro arbítrio da outra, nos termos do art. 122, do CC/02.",{'art. 122'},set(),{'CC'},set()
8,"deve o apelado responder pelas despesas processuais bem como arcar com os honorários advocatícios, estes fixados em 15% (quinze por cento) do valor da condenação a teor do parágrafo único do artigo 21, do CPC.",{'artigo 21'},set(),"{'CPC.', 'CPC'}",set()
9,"A capitalização diária e mensal de juros, nas operações em tela, representa verdadeira AGIOTAGEM OSTENSIVA,  contraria as normas do artigo  art. 4º do Decreto-Lei nº 22.626/33 e  fere o CDC, além do que, pela a medida provisória 2.170-36/2001, necessariamente deve conter cláusula expressa no instrumento contratual de capitalização de juros, sendo que caso contrario, afasta tal incidencia.","{'art. 4', 'artigo '}",set(),"{'CDC,', 'CDC'}",set()
10,"Assim, mesmo que o banco alege a pertinência da capitalização de juros com periodicidade inferior a 1 (um) ano pela Medida Provisória 1.963-17/2000, atualmente reeditada sob o nº 2.170-36/2001, o seu art. 5º que trata da capitalização de juros está suspensa através da ação direta proposta pelo PL –Partido Liberal, além do que tal incidencia afronta o CDC, por abusividade desta cláusulas, conforme os reiterados julgados, transcritos abaixos:",{'art. 5'},set(),"{'CDC,', 'CDC'}",set()
11,"p/ retirada do nome e (CPF) do Autor junto aos órgãos de proteção ao crédito: SERASA, SPC e AFINS, O caput do artigo 273 Do Digesto Processo Civil diz que o juiz poderá, a requerimento da parte antecipar, total ou parcialmente os efeitos da tutela pretendida no pedido inicial, desde que, existindo prova inequívoca, se convença da verossimilhança da alegação e:","{'arte ', 'artigo 273'}",set(),{'CPF)'},{'CPF'}
12,"Segundo Nelson Nery Júnior, em comentário ao art. 273 do CPC (Código de Processo Civil comentado, Ed.",{'art. 273'},set(),"{'Código de Processo Civil', 'CPC', 'CPC '}",set()
13,"Face ao exposto, requer seja processada a presente AÇÃO DE REVISÃO DE CONTRATO DE FINANCIAMENTO DE VEÍCULO mediante as cautelas legais de estilo, com fundamento nos artigos 273 , 274, 355, 844, todos do Código de Processo Civil, artigo 253 do Codigo Comercial, artigo 4º do Dec.- Lei nº 22.626/33, artigo 52 , 1º , do Codigo de Defesa do Consumidor e Código Civil Brasileiro, para que sejam deferidas em forma de antecipação de tutela os seguintes pedidos, a saber.b) -  seja determinada a expedição de MANDADO DE CITAÇÃO, via AR, nos termos do Art. 221, inciso I, e 222 e seguintes do Código de Processo Civil, em face da requerida, a ser cumprido no endereço indicado no preâmbulo desta, na pessoa de seu Representante Legal,  para, querendo responder aos termos da presente ação, sob pena de revelia, com as observações ou prerrogativas contidas na parte final do  artigo 285 do Código de Processo Civil e demais dispositivos legais aplicáveis à espécie;c) - DA TUTELA ANTECIPADA  - a Concessão da tutela antecipada, para determinar a exclusão do nome  e CPF do requerente dos cadastros restritivos - SERASA / SPC,  caso já inscrito que seja determinado sua imediata exclusão, se não, que o requerido se abstenha de inscrever, até final julgamento da presente demanda, quando deverá ser excluída definitivamente;d) –","{'arte ', 'artigos 273', 'artigo 52', 'artigo 285', 'Art. 221', 'artigo 253', 'artigo 4'}",set(),"{'CPF ', 'Código Civil', 'Código de Processo Civil'}","{'endereço', 'CPF'}"
14,"Das prestações e saldo devedor, com encargos de juros efetivos máximos e limitados em 1,40% ao mês conforme demonstra via documento do site do Banco Central do Brasil;f-2)  -  Capitalização anual de juros; f-3) - Suspensão da aplicação do índice superior a  2,00%,  sobre  multas por atraso nos pagamentos, na forma do artigo 51 (parágrafo 2.º) da Lei 8.078/90;f-4)",{'artigo 51'},{'Lei 8.078/90'},{'Lei 8.078/90'},set()
15,"A determinação da conexão de qualquer ação proposta pelo agente financeiro com a presente ação,  na forma do artigo dos artigos 102 e seguintes, combinado com o artigo 253 do CPC, para julgamento único, evitando assim decisões ou sentenças controvertidas ou contraditórias e conflitantes;j)  – a inversão do önus da Prova, com todos os consistórios legais de direito, inclusive o pagamento de perícia, laudos, emolumentos, documentos e outros que se fizerem necessários ao andamento da lide,","{'artigo 253', 'artigo ', 'artigos 102'}",set(),"{'CPC,', 'CPC'}",set()
16,"seja condenada a requerida  devolver em dobro, conforme requerido acima.m) - Protesta por todos os meios de provas em direitos admitidos, notadamente pela documentação anexa, em atendimento ao disposto no artigo 396, do CPC, e mais, depoimento pessoal do representante legal do banco, que devera ser intimado, prova pericial a ser produzida na escrita contábil junto ao Banco, dando conta da cobrança ilegal de  juros, capitalização, multas e outros encargos etc. n)",{'artigo 396'},set(),"{'CPC,', 'CPC'}",set()
17,"encontrato no laudo anexo, conforme previsto no artigo 260 do CPC.o) -",{'artigo 260'},set(),"{'CPC.', 'CPC'}",set()
