,Frase,Artigo,Lei,Dispositivo,Petição Inicial
0,"III e VI do Código de Processo Civil, artigo 6.º, incs.",['artigo 6'],[],['Código de Processo Civil'],[]
1,"V e VIII – da Lei 8.078/90 e o artigo 5.º - da Lei 10.962/2004, promover a presente, AÇÃO DECLARATÓRIA REVISIONAL DE CÁLCULOS E CLÁUSULAS CONTRATUAIS DE ENCARGOS DE JUROS, CORREÇÃO, JUROS DE MORA, MULTA E COMISSÃO DE PERMANÊNCIA, CUMULADA",['artigo 5'],"['Lei 8.078/90', 'Lei 10.962/2004']",['Lei 8.078/90'],[]
2,"CONTRATUAL.Com fulcro no artigo 274 do CPC, em face da:  OMNI",['artigo 274'],[],"['CPC', 'CPC,', 'CPC']",[]
3,"2.181/96, combinado com os artigos 421 a 424 e 478 do CCB-2.002).DAS CLÁUSULAS CONTRATUAIS ABUSIVAS E AMBÍGUAS:1-3)",['artigos 421'],[],"['CCB', 'CC', 'CCB']",[]
4,"09 dos autos da ação de busca e apreensão), sem capitalização, ou seja para cálculos e cobrança ou capitalização juntamente com a última prestação mensal em 01.04.2007, considerando que a avença não contém a expressão “calculados e cobrados ou capitalizados anualmente”, na forma do artigo 591 do CCB-2.002 e Súmula 121 do STF, MC da ADIn 2.316 do STF (julgada parcialmente) com a suspensão da eficácia dos efeitos da cobrança ou capitalização mensalmente de juros, previsto na MP 2.170/2001 (vide acórdãos AC",['artigo 591'],[],"['CCB', 'CC', 'CCB']",[]
5,"Os juros nominais de 4,02% ao mês, calculados e cobrados ou capitalizados mensalmente, não são equivalentes aos juros efetivos fixos anuais contratados de 48,24% ao ano para cálculos e cobrança sem capitalização ou cobrança ou capitalização juntamente com a última prestação mensal de reposição do capital (conforme contratado), por gerar saldos devedores diferentes em total afronta ao nosso ordenamento jurídico (artigo 423 do CCB-2.002, artigo 54 § 2.º da Lei 8.078/90 e artigo 5.º da Lei 10.920/04);1-3-2-2) –","['artigo 423', 'artigo 54', 'artigo 5']","['Lei 8.078/90', 'Lei 10.920/04']","['Lei 8.078/90', 'CCB', 'CC', 'CCB']",[]
6,"O contrato de mútuo de 01.04.2005, é, também, um contrato de adesão e comutativo, tipo solene, e no presente caso omitiu os encargos da correção (artigo 52-III da Lei 8.078/90), unificando os encargos da correção do CDI com os encargos de juros efetivos fixos contratados de 48,24% ao ano  e juros nominais mensais contratados de 4,02% ao mês;DOS ENCARGOS",['artigo 52'],['Lei 8.078/90'],['Lei 8.078/90'],[]
7,"II e III – da Lei 8.078/90 e artigo 406 do CCB-2.002), prevê a obrigatoriedade dos encargos de juros efetivos fixos anuais (artigo 52-inc.","['artigo 406', 'artigo 52']",['Lei 8.078/90'],"['Lei 8.078/90', 'CCB', 'CC', 'CCB']",[]
8,"– Havendo a nulidade das cláusulas contratuais de juros efetivos fixos anuais e juros nominais, há a obrigatoriedade da aplicação de juros efetivos fixos moratórios de 12,00% ao ano (artigo 406 do CCB-2.002), calculados e cobrados ou capitalizados anualmente (artigo 591 do CCB-2.002 e a Súmula 121 do STF, combinado com a MC concedida dentro da ADIn 2.316);2-1-2)","['artigo 406', 'artigo 591']",[],"['CCB', 'CCB', 'CC', 'CC', 'CCB', 'CCB']",[]
9,"Para o caso específico o contrato de mútuo de 01.04.2005, não contém cláusula contratual com a expressão “calculados e cobrados ou capitalizados anualmente”, na forma do artigo 591 do CCB-2.002 e Súmula 121 do STF, MC da ADIn 2.316 do STF (julgada parcialmente) com a suspensão da eficácia dos efeitos da cobrança ou capitalização mensalmente de juros previstos na Medida Provisória 2.170/2001 (vide acórdãos AC",['artigo 591'],[],"['CCB', 'CC', 'CCB']",[]
10,"As cláusulas contratuais  principais de juros efetivos fixos de 48,24% ao ano, sem capitalização não são equivalentes aos encargos de juros nominais segundários de 4,02% ao mês para cálculos e cobrança ou capitalização mensalmente,  portanto são cláusulas ambíguas, que obrigatoriamente interpretadas de maneira mais favoráveis para os Autores/Mutuários (artigo 423 do CCB-2.002 e artigo 54 §§ 2.º. da Lei 8.078;90, combinado com o artigo 5.º da Lei 10.920/2004);","['artigo 423', 'artigo 54', 'artigo 5']",['Lei 10.920/2004'],"['CCB', 'CC', 'CCB']",[]
