,Frase,Artigo,Lei,Dispositivo,Petição Inicial
0,", respeitosamente,  propor AÇÃO ORDINÁRIA REVISIONAL DE FINANCIAMENTO DE VEÍCULO c/c CONSIGNAÇÃO EM PAGAMENTO INCIDENTAL, PEDIDO DE ANTECIPAÇÃO DE TUTELA JURISDICIONAL, INAUDITA ALTERA PARS, em face do BANCO DO BRASIL S/A  com inscrição e matricula no Ministério da Fazenda sob o nº CNPJ-31.546.450/0001-08, com sede me Brasília-DF, no Setor Bancário Sul, Quadra 04, Bloco A, Lote 25, Edifico Sede I, 9º andar, com representação em Goiânia  Goiás, na Av. Goiás, 980, Centro, com fulcro nos artigo 282 e seguintes e 270 e seguintes, art. 355 e seguintes, art. 844 e seus incisos, todos do Código de Processo Civil, combinados com o Código Civil Brasileiro e Código de Defesa do Consumidor, e demais dispositivos aplicáveis à espécie, pelos perseverantes fatos e fundamentos a seguir aduzidos, e ao final requerer:","['artigo 282', 'art. 355', 'art. 844']",[],"['Código Civil', 'Código de Processo Civil']","['CNPJ', 'Av. ']"
1,"CDC     		  	Sendo perfeitamente comportável a aplicação da teoria da imprevisão amparada pelo Código de Defesa do Consumidor, art. 6º., V, de sorte a  permitir a revisão de contratos de financiamentos/empréstimos com garantia fiduciária ou não, visando os expurgos de cláusulas contratuais que prevê correção e outros encargos fora do permitido por Lei, em síntese tudo que  viola dispositivos legais,  ou  comprovado o desequilíbrio contratual autoriza sua revisão  visando o equilíbrio contratual que deve nortear as relações negociais.",['art. 6'],[],['CDC'],[]
2,"das S/As) e também prestadores de serviços, de sorte que sempre são considerados fornecedores para o CDC (art. 3°, caput, para o BANCO COMERCIANTE DE PRODUTOS, e art. 3° § 2°, para o BANCO PRESTADOR DE SERVIÇOS).","['art. 3', 'art. 3']",[],['CDC'],[]
3,"Dos produtos vendidos pelo banco, o dinheiro tem relevância como bem juridicamente consumível (art. 51, do Código Civil), como são as mercadorias em geral. (in",['art. 51'],[],['Código Civil'],[]
4,"V e VIII  da lei 8.078/90 e Súmulas 181, 285 e 286 do STJ),  ainda, quando estas cláusulas contratuais forem abusivas e a interpretação de maneira favorável aos aderentes das cláusulas ambíguas, contraditórias e conflitantes, confusas e draconianas (artigos 47 e 54 §§ 2.º  do CDC e artigos 423 e 424 do CCB), ambíguas no que tange a cumulação de encargos, juros nominais","['artigos 47', 'artigos 423']",['lei 8.078/90'],"['CDC', 'CCB']",[]
5,III  da Lei 8.078/90 e artigo 28-inc.,['artigo 28'],['Lei 8.078/90'],['Lei 8.078/90'],[]
6,II  da Lei 8.078/90 e artigo 28-º -,['artigo 28'],['Lei 8.078/90'],['Lei 8.078/90'],[]
7,"I  da Lei 10.931/04), para cálculos separados da correção monetária e outros encargos legais (artigo 52-inc.",['artigo 52'],['Lei 10.931/04'],[],[]
8,"II  da Lei 8.078/90, artigo 6.º - do Dec.",['artigo 6'],['Lei 8.078/90'],['Lei 8.078/90'],[]
9,"22.626/33, artigo 591 do CCB);4) -",['artigo 591'],[],['CCB'],[]
10,"No caso de cédulas de crédito ou bancária ou contrato firmado após a Lei 10.931/04, há permissão para cálculos e cobrança ou capitalização mensal, desde que com taxas mensais equivalentes a taxa efetiva fixa anual, para capitalização mensal na forma do artigo 6.º - do Dec.",['artigo 6'],['Lei 10.931/04'],[],[]
11,"Desta forma deverá ser aplicado ao caso em tela, dentre outras, as normas do art. 39, inciso l e 51, inciso IV e § 2° do CDC, a fim de que sejam consideradas nulas as cláusulas do contrato em exame que estipulam juros abusivos, a capitalização dos mesmos de forma unificada, que gera em dobro a taxa de juros contratados, bem como a que institui a comissão de permanência, vez que também onera em demasia e injustificadamente à consumidora final do produto, como se demonstrará.",['art. 39'],[],['CDC'],[]
12,"Com efeito, o artigo 39, inciso l do CDC veda aos fornecedores de produtos ou serviços,  vantagem manifestamente excessiva em detrimento do consumidor(a), ou quando no contrato prevê taxas de juros mas são cobradas em valores bem superior ao contratado.",['artigo 39'],[],['CDC'],[]
13,"Ill - AUTO-APLICABILIDADE DO § 3 DO ART, 192, DA CF/88.","['ART, 192']",[],"['CF/88', 'CF/88']",[]
